"Diet","BATCH","Essi_number","Bloomington_number","DGRP_number","n_pup","n_eclo","n_total"
"HP",2,1,28122,"DGRP-21",30,29,30
"HP",2,2,28123,"DGRP-26",28,25,30
"HP",21,3,28124,"DGRP-28",28,25,30
"HP",2,4,55014,"DGRP-31",23,20,30
"HP",2,5,55015,"DGRP-32",27,20,30
"HP",2,6,28125,"DGRP-38",16,14,30
"HP",2,7,29651,"DGRP-40",29,27,30
"HP",2,8,28126,"DGRP-41",26,19,30
"HP",21,9,28127,"DGRP-42",14,11,30
"HP",9,10,28128,"DGRP-45",28,27,30
"HP",1,11,55016,"DGRP-48",21,16,30
"HP",1,12,29652,"DGRP-57",28,23,30
"HP",2,13,28129,"DGRP-59",29,29,30
"HP",19,14,28130,"DGRP-69",21,17,30
"HP",9,15,28131,"DGRP-73",28,24,30
"HP",20,16,28132,"DGRP-75",30,29,30
"HP",1,17,28134,"DGRP-83",30,27,30
"HP",9,18,28274,"DGRP-85",19,17,30
"HP",14,19,28135,"DGRP-88",20,6,30
"HP",1,20,28136,"DGRP-91",22,20,30
"HP",5,21,28137,"DGRP-93",24,23,30
"HP",1,22,55017,"DGRP-100",25,20,30
"HP",1,23,28138,"DGRP-101",15,13,30
"HP",9,24,28139,"DGRP-105",28,26,30
"HP",2,25,28140,"DGRP-109",18,17,30
"HP",1,26,28141,"DGRP-129",26,24,30
"HP",1,27,28142,"DGRP-136",15,15,30
"HP",10,28,28143,"DGRP-138",29,23,30
"HP",1,29,28144,"DGRP-142",23,16,30
"HP",3,30,28145,"DGRP-149",28,26,30
"HP",3,31,28146,"DGRP-153",24,19,30
"HP",20,32,28147,"DGRP-158",29,26,30
"HP",9,33,28148,"DGRP-161",26,22,30
"HP",3,34,28149,"DGRP-176",27,20,30
"HP",14,35,28150,"DGRP-177",28,25,30
"HP",3,36,28151,"DGRP-181",26,19,30
"HP",3,37,28152,"DGRP-189",28,24,30
"HP",3,38,28153,"DGRP-195",29,28,30
"HP",3,39,25174,"DGRP-208",30,30,30
"HP",3,40,28154,"DGRP-217",30,28,30
"HP",10,41,28155,"DGRP-223",30,27,30
"HP",20,42,28156,"DGRP-227",15,1,30
"HP",20,43,28157,"DGRP-228",29,26,30
"HP",5,44,29653,"DGRP-229",27,9,30
"HP",10,45,28275,"DGRP-235",30,0,30
"HP",5,46,28160,"DGRP-237",25,20,30
"HP",2,47,28161,"DGRP-239",28,25,30
"HP",14,48,28162,"DGRP-256",22,19,30
"HP",11,49,28164,"DGRP-280",30,29,30
"HP",20,50,28165,"DGRP-287",27,26,30
"HP",10,51,25175,"DGRP-301",16,9,30
"HP",10,52,25176,"DGRP-303",28,27,30
"HP",16,53,25177,"DGRP-304",26,25,30
"HP",5,54,37525,"DGRP-306",29,29,30
"HP",5,55,25179,"DGRP-307",22,18,30
"HP",5,56,28166,"DGRP-309",20,19,30
"HP",21,57,28276,"DGRP-310",15,14,30
"HP",5,58,25180,"DGRP-313",23,21,30
"HP",4,60,28167,"DGRP-317",21,19,30
"HP",4,61,28168,"DGRP-318",29,14,30
"HP",4,62,55018,"DGRP-319",27,22,30
"HP",4,63,29654,"DGRP-320",30,25,30
"HP",4,64,29655,"DGRP-321",16,16,30
"HP",4,65,25182,"DGRP-324",29,25,30
"HP",11,66,28171,"DGRP-332",29,29,30
"HP",22,67,25183,"DGRP-335",28,27,30
"HP",4,68,28172,"DGRP-336",11,9,30
"HP",4,69,28173,"DGRP-338",27,16,30
"HP",4,70,28174,"DGRP-340",29,28,30
"HP",10,71,55019,"DGRP-348",15,14,30
"HP",10,72,28176,"DGRP-350",26,23,30
"HP",10,73,28177,"DGRP-352",29,26,30
"HP",10,74,55020,"DGRP-354",28,27,30
"HP",13,75,55038,"DGRP-355",29,26,30
"HP",20,76,28178,"DGRP-356",28,28,30
"HP",14,77,25184,"DGRP-357",25,23,30
"HP",12,78,25185,"DGRP-358",24,15,30
"HP",13,79,28179,"DGRP-359",28,25,30
"HP",12,80,25186,"DGRP-360",28,24,30
"HP",13,81,28180,"DGRP-361",28,22,30
"HP",9,82,25187,"DGRP-362",14,12,30
"HP",7,83,25445,"DGRP-365",28,19,30
"HP",19,84,28181,"DGRP-367",25,16,30
"HP",11,85,28182,"DGRP-370",29,27,30
"HP",16,86,28183,"DGRP-371",30,29,30
"HP",13,87,28184,"DGRP-373",21,15,30
"HP",12,88,28185,"DGRP-374",29,27,30
"HP",7,89,25188,"DGRP-375",23,20,30
"HP",11,90,28186,"DGRP-377",22,17,30
"HP",9,91,25189,"DGRP-379",21,15,30
"HP",14,92,25190,"DGRP-380",29,28,30
"HP",14,93,28188,"DGRP-381",21,15,30
"HP",7,94,28189,"DGRP-382",30,30,30
"HP",20,95,28190,"DGRP-383",20,18,30
"HP",14,96,28191,"DGRP-385",29,28,30
"HP",14,97,28192,"DGRP-386",29,29,30
"HP",7,98,55021,"DGRP-390",28,28,30
"HP",15,99,25191,"DGRP-391",26,25,30
"HP",14,100,28194,"DGRP-392",27,26,30
"HP",7,101,55022,"DGRP-395",30,30,30
"HP",9,102,55023,"DGRP-397",29,25,30
"HP",7,103,25192,"DGRP-399",30,28,30
"HP",14,104,29656,"DGRP-405",28,26,30
"HP",15,105,29657,"DGRP-406",30,30,30
"HP",16,106,28278,"DGRP-409",28,27,30
"HP",6,107,28196,"DGRP-426",12,12,30
"HP",6,108,25193,"DGRP-427",29,28,30
"HP",6,109,25194,"DGRP-437",29,28,30
"HP",16,110,29658,"DGRP-439",30,26,30
"HP",16,111,28197,"DGRP-440",28,24,30
"HP",6,112,28198,"DGRP-441",25,20,30
"HP",15,113,28199,"DGRP-443",27,26,30
"HP",16,114,28200,"DGRP-461",30,24,30
"HP",21,115,25195,"DGRP-486",27,27,30
"HP",6,116,28202,"DGRP-491",30,30,30
"HP",9,117,28203,"DGRP-492",24,21,30
"HP",15,118,28204,"DGRP-502",29,25,30
"HP",20,119,55024,"DGRP-505",23,23,30
"HP",16,120,28205,"DGRP-508",27,27,30
"HP",6,121,28206,"DGRP-509",28,24,30
"HP",6,122,29659,"DGRP-513",28,21,30
"HP",6,123,25197,"DGRP-517",30,30,30
"HP",12,124,55025,"DGRP-528",22,20,30
"HP",6,125,29660,"DGRP-530",30,30,30
"HP",21,126,28207,"DGRP-531",29,26,30
"HP",6,127,28208,"DGRP-535",30,29,30
"HP",7,128,55026,"DGRP-551",30,28,30
"HP",7,129,25198,"DGRP-555",20,18,30
"HP",12,130,55027,"DGRP-559",24,21,30
"HP",7,131,28211,"DGRP-563",27,26,30
"HP",20,132,55028,"DGRP-566",23,21,30
"HP",15,133,28212,"DGRP-584",28,28,30
"HP",15,134,28213,"DGRP-589",30,29,30
"HP",16,135,28215,"DGRP-595",30,30,30
"HP",17,136,55029,"DGRP-596",26,19,30
"HP",7,137,55030,"DGRP-627",29,29,30
"HP",15,138,55031,"DGRP-630",29,27,30
"HP",15,139,55032,"DGRP-634",24,23,30
"HP",21,140,25199,"DGRP-639",10,4,30
"HP",22,141,28217,"DGRP-646",17,15,30
"HP",17,142,28218,"DGRP-703",29,29,30
"HP",17,143,25744,"DGRP-705",29,21,30
"HP",17,144,25200,"DGRP-707",27,26,30
"HP",19,145,25201,"DGRP-712",29,29,30
"HP",12,146,25745,"DGRP-714",29,25,30
"HP",11,147,28219,"DGRP-716",30,25,30
"HP",18,148,28220,"DGRP-721",29,27,30
"HP",21,149,28221,"DGRP-727",25,15,30
"HP",9,151,25203,"DGRP-732",29,29,30
"HP",17,152,28222,"DGRP-737",30,29,30
"HP",22,153,28223,"DGRP-738",20,19,30
"HP",17,154,28224,"DGRP-748",30,29,30
"HP",19,155,28226,"DGRP-757",28,28,30
"HP",20,156,28227,"DGRP-761",28,28,30
"HP",17,157,25204,"DGRP-765",27,24,30
"HP",11,158,25205,"DGRP-774",29,29,30
"HP",11,159,28229,"DGRP-776",28,27,30
"HP",12,160,28230,"DGRP-783",30,29,30
"HP",12,161,25206,"DGRP-786",28,25,30
"HP",11,162,28231,"DGRP-787",30,25,30
"HP",19,163,28232,"DGRP-790",26,19,30
"HP",17,164,28233,"DGRP-796",26,26,30
"HP",13,165,25207,"DGRP-799",29,29,30
"HP",11,166,28234,"DGRP-801",28,25,30
"HP",12,167,28235,"DGRP-802",27,24,30
"HP",15,168,28236,"DGRP-804",14,0,30
"HP",22,169,28237,"DGRP-805",26,24,30
"HP",17,170,28238,"DGRP-808",30,29,30
"HP",17,171,28239,"DGRP-810",23,23,30
"HP",15,172,28240,"DGRP-812",20,10,30
"HP",17,173,28241,"DGRP-818",29,27,30
"HP",13,174,28242,"DGRP-819",30,29,30
"HP",11,175,25208,"DGRP-820",28,28,30
"HP",8,176,28243,"DGRP-821",29,23,30
"HP",19,177,28244,"DGRP-822",15,14,30
"HP",21,178,28245,"DGRP-832",23,17,30
"HP",8,180,28247,"DGRP-843",30,29,30
"HP",18,181,28248,"DGRP-849",26,25,30
"HP",19,182,28249,"DGRP-850",29,23,30
"HP",8,183,25209,"DGRP-852",24,23,30
"HP",18,184,28250,"DGRP-853",23,16,30
"HP",18,185,28251,"DGRP-855",24,24,30
"HP",19,186,28252,"DGRP-857",23,9,30
"HP",8,187,25210,"DGRP-859",30,30,30
"HP",18,188,28253,"DGRP-861",29,26,30
"HP",19,189,28254,"DGRP-879",28,23,30
"HP",18,190,28255,"DGRP-882",29,13,30
"HP",19,192,28279,"DGRP-887",2,1,30
"HP",8,193,28257,"DGRP-890",30,28,30
"HP",8,194,28258,"DGRP-892",29,29,30
"HP",8,196,28260,"DGRP-897",19,17,30
"HP",8,197,28261,"DGRP-900",26,22,30
"HP",8,198,28262,"DGRP-907",29,24,30
"HP",8,199,28263,"DGRP-908",26,25,30
"HP",18,200,28264,"DGRP-911",27,22,30
"HP",18,201,28265,"DGRP-913",21,20,30
"HS",2,1,28122,"DGRP-21",28,20,30
"HS",2,2,28123,"DGRP-26",20,9,30
"HS",21,3,28124,"DGRP-28",23,17,30
"HS",2,4,55014,"DGRP-31",30,29,30
"HS",2,5,55015,"DGRP-32",25,20,30
"HS",2,6,28125,"DGRP-38",15,14,30
"HS",2,7,29651,"DGRP-40",27,18,30
"HS",2,8,28126,"DGRP-41",22,15,30
"HS",21,9,28127,"DGRP-42",5,3,30
"HS",9,10,28128,"DGRP-45",24,9,30
"HS",1,11,55016,"DGRP-48",14,7,30
"HS",1,12,29652,"DGRP-57",26,22,30
"HS",2,13,28129,"DGRP-59",27,24,30
"HS",19,14,28130,"DGRP-69",16,12,30
"HS",9,15,28131,"DGRP-73",23,19,30
"HS",20,16,28132,"DGRP-75",28,27,30
"HS",1,17,28134,"DGRP-83",26,25,30
"HS",9,18,28274,"DGRP-85",19,19,30
"HS",14,19,28135,"DGRP-88",8,5,30
"HS",1,20,28136,"DGRP-91",16,3,30
"HS",5,21,28137,"DGRP-93",24,22,30
"HS",1,22,55017,"DGRP-100",15,11,30
"HS",1,23,28138,"DGRP-101",10,8,30
"HS",9,24,28139,"DGRP-105",28,27,30
"HS",2,25,28140,"DGRP-109",19,18,30
"HS",1,26,28141,"DGRP-129",25,21,30
"HS",1,27,28142,"DGRP-136",9,9,30
"HS",10,28,28143,"DGRP-138",27,18,30
"HS",1,29,28144,"DGRP-142",19,13,30
"HS",3,30,28145,"DGRP-149",26,13,30
"HS",3,31,28146,"DGRP-153",26,5,30
"HS",20,32,28147,"DGRP-158",27,23,30
"HS",9,33,28148,"DGRP-161",23,23,30
"HS",3,34,28149,"DGRP-176",17,8,30
"HS",14,35,28150,"DGRP-177",27,21,30
"HS",3,36,28151,"DGRP-181",28,17,30
"HS",3,37,28152,"DGRP-189",28,27,30
"HS",3,38,28153,"DGRP-195",27,27,30
"HS",3,39,25174,"DGRP-208",23,23,30
"HS",3,40,28154,"DGRP-217",29,25,30
"HS",10,41,28155,"DGRP-223",24,10,30
"HS",20,42,28156,"DGRP-227",17,2,30
"HS",20,43,28157,"DGRP-228",28,25,30
"HS",5,44,29653,"DGRP-229",26,22,30
"HS",10,45,28275,"DGRP-235",30,30,30
"HS",5,46,28160,"DGRP-237",22,16,30
"HS",2,47,28161,"DGRP-239",26,24,30
"HS",14,48,28162,"DGRP-256",26,20,30
"HS",11,49,28164,"DGRP-280",29,27,30
"HS",20,50,28165,"DGRP-287",18,16,30
"HS",10,51,25175,"DGRP-301",19,3,30
"HS",10,52,25176,"DGRP-303",23,23,30
"HS",16,53,25177,"DGRP-304",28,26,30
"HS",5,54,37525,"DGRP-306",30,29,30
"HS",5,55,25179,"DGRP-307",14,11,30
"HS",5,56,28166,"DGRP-309",22,17,30
"HS",21,57,28276,"DGRP-310",5,0,30
"HS",5,58,25180,"DGRP-313",23,14,30
"HS",4,60,28167,"DGRP-317",19,17,30
"HS",4,61,28168,"DGRP-318",23,5,30
"HS",4,62,55018,"DGRP-319",27,20,30
"HS",4,63,29654,"DGRP-320",26,25,30
"HS",4,64,29655,"DGRP-321",17,12,30
"HS",4,65,25182,"DGRP-324",28,27,30
"HS",11,66,28171,"DGRP-332",26,20,30
"HS",22,67,25183,"DGRP-335",25,24,30
"HS",4,68,28172,"DGRP-336",12,9,30
"HS",4,69,28173,"DGRP-338",19,13,30
"HS",4,70,28174,"DGRP-340",27,26,30
"HS",10,71,55019,"DGRP-348",18,18,30
"HS",10,72,28176,"DGRP-350",26,24,30
"HS",10,73,28177,"DGRP-352",26,24,30
"HS",10,74,55020,"DGRP-354",9,5,30
"HS",13,75,55038,"DGRP-355",27,23,30
"HS",20,76,28178,"DGRP-356",27,19,30
"HS",14,77,25184,"DGRP-357",28,26,30
"HS",12,78,25185,"DGRP-358",22,18,30
"HS",13,79,28179,"DGRP-359",23,15,30
"HS",12,80,25186,"DGRP-360",28,28,30
"HS",13,81,28180,"DGRP-361",21,2,30
"HS",9,82,25187,"DGRP-362",18,18,30
"HS",7,83,25445,"DGRP-365",21,11,30
"HS",19,84,28181,"DGRP-367",25,5,30
"HS",11,85,28182,"DGRP-370",27,26,30
"HS",16,86,28183,"DGRP-371",29,28,30
"HS",13,87,28184,"DGRP-373",23,20,30
"HS",12,88,28185,"DGRP-374",27,25,30
"HS",7,89,25188,"DGRP-375",25,23,30
"HS",11,90,28186,"DGRP-377",25,24,30
"HS",9,91,25189,"DGRP-379",17,8,30
"HS",14,92,25190,"DGRP-380",29,28,30
"HS",14,93,28188,"DGRP-381",13,6,30
"HS",7,94,28189,"DGRP-382",29,28,30
"HS",20,95,28190,"DGRP-383",9,4,30
"HS",14,96,28191,"DGRP-385",30,28,30
"HS",14,97,28192,"DGRP-386",28,25,30
"HS",7,98,55021,"DGRP-390",23,21,30
"HS",15,99,25191,"DGRP-391",27,23,30
"HS",14,100,28194,"DGRP-392",26,26,30
"HS",7,101,55022,"DGRP-395",29,27,30
"HS",9,102,55023,"DGRP-397",25,10,30
"HS",7,103,25192,"DGRP-399",28,26,30
"HS",14,104,29656,"DGRP-405",25,24,30
"HS",15,105,29657,"DGRP-406",29,29,30
"HS",16,106,28278,"DGRP-409",19,15,30
"HS",6,107,28196,"DGRP-426",19,18,30
"HS",6,108,25193,"DGRP-427",24,21,30
"HS",6,109,25194,"DGRP-437",28,27,30
"HS",16,110,29658,"DGRP-439",27,9,30
"HS",16,111,28197,"DGRP-440",24,21,30
"HS",6,112,28198,"DGRP-441",13,9,30
"HS",15,113,28199,"DGRP-443",25,25,30
"HS",16,114,28200,"DGRP-461",28,20,30
"HS",21,115,25195,"DGRP-486",28,23,30
"HS",6,116,28202,"DGRP-491",22,19,30
"HS",9,117,28203,"DGRP-492",23,18,30
"HS",15,118,28204,"DGRP-502",21,20,30
"HS",20,119,55024,"DGRP-505",19,12,30
"HS",16,120,28205,"DGRP-508",28,27,30
"HS",6,121,28206,"DGRP-509",23,16,30
"HS",6,122,29659,"DGRP-513",15,7,30
"HS",6,123,25197,"DGRP-517",24,22,30
"HS",12,124,55025,"DGRP-528",21,16,30
"HS",6,125,29660,"DGRP-530",29,20,30
"HS",21,126,28207,"DGRP-531",28,20,30
"HS",6,127,28208,"DGRP-535",28,27,30
"HS",7,128,55026,"DGRP-551",18,17,30
"HS",7,129,25198,"DGRP-555",19,11,30
"HS",12,130,55027,"DGRP-559",24,22,30
"HS",7,131,28211,"DGRP-563",19,18,30
"HS",20,132,55028,"DGRP-566",19,17,30
"HS",15,133,28212,"DGRP-584",29,25,30
"HS",15,134,28213,"DGRP-589",24,22,30
"HS",16,135,28215,"DGRP-595",27,25,30
"HS",17,136,55029,"DGRP-596",22,17,30
"HS",7,137,55030,"DGRP-627",30,26,30
"HS",15,138,55031,"DGRP-630",28,24,30
"HS",15,139,55032,"DGRP-634",22,21,30
"HS",21,140,25199,"DGRP-639",16,12,30
"HS",22,141,28217,"DGRP-646",10,9,30
"HS",17,142,28218,"DGRP-703",30,24,30
"HS",17,143,25744,"DGRP-705",24,10,30
"HS",17,144,25200,"DGRP-707",24,22,30
"HS",19,145,25201,"DGRP-712",27,18,30
"HS",12,146,25745,"DGRP-714",28,23,30
"HS",11,147,28219,"DGRP-716",25,15,30
"HS",18,148,28220,"DGRP-721",27,25,30
"HS",21,149,28221,"DGRP-727",22,20,30
"HS",9,151,25203,"DGRP-732",27,21,30
"HS",17,152,28222,"DGRP-737",27,25,30
"HS",22,153,28223,"DGRP-738",15,12,30
"HS",17,154,28224,"DGRP-748",29,26,30
"HS",19,155,28226,"DGRP-757",29,29,30
"HS",20,156,28227,"DGRP-761",25,22,30
"HS",17,157,25204,"DGRP-765",19,10,30
"HS",11,158,25205,"DGRP-774",28,25,30
"HS",11,159,28229,"DGRP-776",28,28,30
"HS",12,160,28230,"DGRP-783",25,24,30
"HS",12,161,25206,"DGRP-786",25,18,30
"HS",11,162,28231,"DGRP-787",28,25,30
"HS",19,163,28232,"DGRP-790",23,15,30
"HS",17,164,28233,"DGRP-796",21,19,30
"HS",13,165,25207,"DGRP-799",27,24,30
"HS",11,166,28234,"DGRP-801",26,22,30
"HS",12,167,28235,"DGRP-802",24,23,30
"HS",15,168,28236,"DGRP-804",8,2,30
"HS",22,169,28237,"DGRP-805",23,19,30
"HS",17,170,28238,"DGRP-808",26,20,30
"HS",17,171,28239,"DGRP-810",25,10,30
"HS",15,172,28240,"DGRP-812",14,1,30
"HS",17,173,28241,"DGRP-818",28,27,30
"HS",13,174,28242,"DGRP-819",29,27,30
"HS",11,175,25208,"DGRP-820",26,25,30
"HS",8,176,28243,"DGRP-821",18,15,30
"HS",19,177,28244,"DGRP-822",13,11,30
"HS",21,178,28245,"DGRP-832",21,14,30
"HS",8,180,28247,"DGRP-843",26,25,30
"HS",18,181,28248,"DGRP-849",17,15,30
"HS",19,182,28249,"DGRP-850",27,17,30
"HS",8,183,25209,"DGRP-852",23,21,30
"HS",18,184,28250,"DGRP-853",25,15,30
"HS",18,185,28251,"DGRP-855",25,24,30
"HS",19,186,28252,"DGRP-857",13,0,30
"HS",8,187,25210,"DGRP-859",27,25,30
"HS",18,188,28253,"DGRP-861",11,10,30
"HS",19,189,28254,"DGRP-879",27,21,30
"HS",18,190,28255,"DGRP-882",13,7,30
"HS",19,192,28279,"DGRP-887",1,1,30
"HS",8,193,28257,"DGRP-890",20,18,30
"HS",8,194,28258,"DGRP-892",24,23,30
"HS",8,196,28260,"DGRP-897",14,10,30
"HS",8,197,28261,"DGRP-900",28,23,30
"HS",8,198,28262,"DGRP-907",29,27,30
"HS",8,199,28263,"DGRP-908",29,18,30
"HS",18,200,28264,"DGRP-911",28,27,30
"HS",18,201,28265,"DGRP-913",16,13,30
"coco",2,1,28122,"DGRP-21",27,25,30
"coco",2,2,28123,"DGRP-26",19,5,30
"coco",21,3,28124,"DGRP-28",18,8,30
"coco",2,4,55014,"DGRP-31",24,19,30
"coco",2,5,55015,"DGRP-32",21,8,30
"coco",2,6,28125,"DGRP-38",20,18,30
"coco",2,7,29651,"DGRP-40",18,17,30
"coco",2,8,28126,"DGRP-41",17,4,30
"coco",21,9,28127,"DGRP-42",1,0,30
"coco",9,10,28128,"DGRP-45",18,5,30
"coco",1,11,55016,"DGRP-48",14,5,30
"coco",1,12,29652,"DGRP-57",24,14,30
"coco",2,13,28129,"DGRP-59",22,16,30
"coco",19,14,28130,"DGRP-69",13,4,30
"coco",9,15,28131,"DGRP-73",16,8,30
"coco",20,16,28132,"DGRP-75",17,7,30
"coco",1,17,28134,"DGRP-83",28,15,30
"coco",9,18,28274,"DGRP-85",15,13,30
"coco",14,19,28135,"DGRP-88",13,5,30
"coco",1,20,28136,"DGRP-91",12,5,30
"coco",5,21,28137,"DGRP-93",20,8,30
"coco",1,22,55017,"DGRP-100",10,5,30
"coco",1,23,28138,"DGRP-101",13,10,30
"coco",9,24,28139,"DGRP-105",27,20,30
"coco",2,25,28140,"DGRP-109",18,12,30
"coco",1,26,28141,"DGRP-129",16,7,30
"coco",1,27,28142,"DGRP-136",15,9,30
"coco",10,28,28143,"DGRP-138",28,21,30
"coco",1,29,28144,"DGRP-142",19,17,30
"coco",3,30,28145,"DGRP-149",21,8,30
"coco",3,31,28146,"DGRP-153",23,6,30
"coco",20,32,28147,"DGRP-158",27,22,30
"coco",9,33,28148,"DGRP-161",10,2,30
"coco",3,34,28149,"DGRP-176",20,6,30
"coco",14,35,28150,"DGRP-177",18,8,30
"coco",3,36,28151,"DGRP-181",21,7,30
"coco",3,37,28152,"DGRP-189",25,18,30
"coco",3,38,28153,"DGRP-195",21,13,30
"coco",3,39,25174,"DGRP-208",28,22,30
"coco",3,40,28154,"DGRP-217",25,11,30
"coco",10,41,28155,"DGRP-223",24,18,30
"coco",20,42,28156,"DGRP-227",23,4,30
"coco",20,43,28157,"DGRP-228",25,18,30
"coco",5,44,29653,"DGRP-229",22,14,30
"coco",10,45,28275,"DGRP-235",26,24,30
"coco",5,46,28160,"DGRP-237",20,12,30
"coco",2,47,28161,"DGRP-239",23,12,30
"coco",14,48,28162,"DGRP-256",27,8,30
"coco",11,49,28164,"DGRP-280",28,16,30
"coco",20,50,28165,"DGRP-287",11,7,30
"coco",10,51,25175,"DGRP-301",10,10,30
"coco",10,52,25176,"DGRP-303",20,8,30
"coco",16,53,25177,"DGRP-304",19,14,30
"coco",5,54,37525,"DGRP-306",24,24,30
"coco",5,55,25179,"DGRP-307",24,5,30
"coco",5,56,28166,"DGRP-309",20,19,30
"coco",21,57,28276,"DGRP-310",17,3,30
"coco",5,58,25180,"DGRP-313",0,0,30
"coco",4,60,28167,"DGRP-317",18,15,30
"coco",4,61,28168,"DGRP-318",24,3,30
"coco",4,62,55018,"DGRP-319",23,19,30
"coco",4,63,29654,"DGRP-320",20,12,30
"coco",4,64,29655,"DGRP-321",19,14,30
"coco",4,65,25182,"DGRP-324",27,11,30
"coco",11,66,28171,"DGRP-332",26,12,30
"coco",22,67,25183,"DGRP-335",27,12,30
"coco",4,68,28172,"DGRP-336",9,3,30
"coco",4,69,28173,"DGRP-338",21,6,30
"coco",4,70,28174,"DGRP-340",27,23,30
"coco",10,71,55019,"DGRP-348",15,9,30
"coco",10,72,28176,"DGRP-350",29,24,30
"coco",10,73,28177,"DGRP-352",21,15,30
"coco",10,74,55020,"DGRP-354",20,14,30
"coco",13,75,55038,"DGRP-355",21,12,30
"coco",20,76,28178,"DGRP-356",22,12,30
"coco",14,77,25184,"DGRP-357",24,21,30
"coco",12,78,25185,"DGRP-358",24,7,30
"coco",13,79,28179,"DGRP-359",27,13,30
"coco",12,80,25186,"DGRP-360",15,6,30
"coco",13,81,28180,"DGRP-361",23,14,30
"coco",9,82,25187,"DGRP-362",19,9,30
"coco",7,83,25445,"DGRP-365",27,9,30
"coco",19,84,28181,"DGRP-367",25,6,30
"coco",11,85,28182,"DGRP-370",26,13,30
"coco",16,86,28183,"DGRP-371",21,11,30
"coco",13,87,28184,"DGRP-373",18,11,30
"coco",12,88,28185,"DGRP-374",19,18,30
"coco",7,89,25188,"DGRP-375",20,13,30
"coco",11,90,28186,"DGRP-377",16,11,30
"coco",9,91,25189,"DGRP-379",16,9,30
"coco",14,92,25190,"DGRP-380",26,21,30
"coco",14,93,28188,"DGRP-381",14,6,30
"coco",7,94,28189,"DGRP-382",28,22,30
"coco",20,95,28190,"DGRP-383",15,5,30
"coco",14,96,28191,"DGRP-385",23,19,30
"coco",14,97,28192,"DGRP-386",26,20,30
"coco",7,98,55021,"DGRP-390",16,9,30
"coco",15,99,25191,"DGRP-391",17,7,30
"coco",14,100,28194,"DGRP-392",21,15,30
"coco",7,101,55022,"DGRP-395",24,15,30
"coco",9,102,55023,"DGRP-397",23,15,30
"coco",7,103,25192,"DGRP-399",24,19,30
"coco",14,104,29656,"DGRP-405",23,15,30
"coco",15,105,29657,"DGRP-406",27,12,30
"coco",16,106,28278,"DGRP-409",22,13,30
"coco",6,107,28196,"DGRP-426",3,3,30
"coco",6,108,25193,"DGRP-427",22,21,30
"coco",6,109,25194,"DGRP-437",27,22,30
"coco",16,110,29658,"DGRP-439",15,11,30
"coco",16,111,28197,"DGRP-440",28,13,30
"coco",6,112,28198,"DGRP-441",7,4,30
"coco",15,113,28199,"DGRP-443",21,17,30
"coco",16,114,28200,"DGRP-461",23,20,30
"coco",21,115,25195,"DGRP-486",17,13,30
"coco",6,116,28202,"DGRP-491",14,7,30
"coco",9,117,28203,"DGRP-492",22,14,30
"coco",15,118,28204,"DGRP-502",19,10,30
"coco",20,119,55024,"DGRP-505",20,11,30
"coco",16,120,28205,"DGRP-508",25,9,30
"coco",6,121,28206,"DGRP-509",17,5,30
"coco",6,122,29659,"DGRP-513",23,3,30
"coco",6,123,25197,"DGRP-517",22,9,30
"coco",12,124,55025,"DGRP-528",20,8,30
"coco",6,125,29660,"DGRP-530",24,6,30
"coco",21,126,28207,"DGRP-531",24,17,30
"coco",6,127,28208,"DGRP-535",23,12,30
"coco",7,128,55026,"DGRP-551",24,19,30
"coco",7,129,25198,"DGRP-555",18,11,30
"coco",12,130,55027,"DGRP-559",22,13,30
"coco",7,131,28211,"DGRP-563",18,18,30
"coco",20,132,55028,"DGRP-566",17,13,30
"coco",15,133,28212,"DGRP-584",27,23,30
"coco",15,134,28213,"DGRP-589",14,8,30
"coco",16,135,28215,"DGRP-595",21,15,30
"coco",17,136,55029,"DGRP-596",13,8,30
"coco",7,137,55030,"DGRP-627",16,3,30
"coco",15,138,55031,"DGRP-630",24,10,30
"coco",15,139,55032,"DGRP-634",28,18,30
"coco",21,140,25199,"DGRP-639",10,7,30
"coco",22,141,28217,"DGRP-646",10,8,30
"coco",17,142,28218,"DGRP-703",21,13,30
"coco",17,143,25744,"DGRP-705",26,17,30
"coco",17,144,25200,"DGRP-707",22,21,30
"coco",19,145,25201,"DGRP-712",16,11,30
"coco",12,146,25745,"DGRP-714",23,17,30
"coco",11,147,28219,"DGRP-716",26,3,30
"coco",18,148,28220,"DGRP-721",10,6,30
"coco",21,149,28221,"DGRP-727",25,1,30
"coco",9,151,25203,"DGRP-732",26,16,30
"coco",17,152,28222,"DGRP-737",20,12,30
"coco",22,153,28223,"DGRP-738",8,3,30
"coco",17,154,28224,"DGRP-748",18,8,30
"coco",19,155,28226,"DGRP-757",21,15,30
"coco",20,156,28227,"DGRP-761",17,8,30
"coco",17,157,25204,"DGRP-765",21,16,30
"coco",11,158,25205,"DGRP-774",26,14,30
"coco",11,159,28229,"DGRP-776",24,14,30
"coco",12,160,28230,"DGRP-783",26,23,30
"coco",12,161,25206,"DGRP-786",23,10,30
"coco",11,162,28231,"DGRP-787",28,9,30
"coco",19,163,28232,"DGRP-790",13,10,30
"coco",17,164,28233,"DGRP-796",30,16,30
"coco",13,165,25207,"DGRP-799",25,24,30
"coco",11,166,28234,"DGRP-801",8,4,30
"coco",12,167,28235,"DGRP-802",25,16,30
"coco",15,168,28236,"DGRP-804",12,6,30
